Title,reviews,stars
I've used Covington Credit for years…,I had a wonderful experience. Thank y’all so much for being so kind and helpful. Y’all need to let these beauties help y’all out also.,5
Thank you so much Hilda and all other…,I love the people at this branch. Ms. Ebony goes above and beyond to help customers. Everyone there is a great asset to the company.,5
They are really friendly and they’ll do…,Polite curtious and help me to achieve my goal.,5
They were their right when I needed…,"Rosemary was so nice and pleasant to work with. She was very knowledgeable, great attitude. A great experience all together! Will definitely tell others to come in to see you all and especially RoseMary!!",5
Very Happy Customer.,Great company love the ladies great so helpful.,5
Very friendly  and always professional…,I always receive the best service when dealing with the staff. I have never had an issue and would highly recommend them to anyone looking for a loan.,5
I have a nice experience the only thing…,The staff is very professional and helpful.,5
Great customer service,"It was all done by phone, very convenient. The staff where so helpful and happy to assist me.",5
Just In Time!!! The Guntersville location have an…,"Staff is always friendly,acknowledgeable. Will help you get what you need.",5
It was a privilege meeting everyone at…,The staff is so friendly and helpful. I always have a great experience and feel like the company is there for me when I need money.,5
"Location- Columbus,GA","Always a Great experience when dealing, with this Loan company. Very friendly and professional.",5
Professional and Friendly Staff!,Joyce is an absolute perfect person for her job at coventington credit in McKinneY she helped me with my present and former loans with the company and happy to say she has been awesome will keep my loan business with Ms Joyce always a pleasure to work with thank you so much for an outstanding employee with your company thank you Ms Joyce,5
I appreciate Covington Credit because…,"The folks are very nice, professional and knowledgeable. Everything is a simple and quick process and they take care of you as if you were family. Highly o.",5
They always do a great job at helping…,Excelente people! Always welcoming! So glad did business with them! Sure will recommend to friends and family!,5
Helpful Support,Always a great pleasure dealing with the staff over 10 years never a hassle. Very nice atmosphere. Thank you ladys.,5
