name,reviews,stars
Louis G,SCAM alert! Horrible experience I was looking into a personal loan for myself and somehow they decided to run my mothers social security number and majorly effect here credit score with a hard inquiry. I don’t know how they even got her social security number. They are refusing to give me or my mother a copy of application to show her social was never provided since I don’t know it. They are rude once called out on there scams. They just hang up on you and refuse to provide a copy of application which to me is very sketchy. Do not put any information into there site because they somehow will get access to your whole family and start hitting there accounts effect everyone’s credit score and then when you try to get the information from them they refuse and just hang up. Do not use this company all they care about is making commissions off of successfully completing a loan. Make a credit karma account and go through them they keep all your info safe. This place is just collecting info and socials on whoever they can and won’t help you when trying to figure it out. Again I urgently advice you not to use this company,5
Shawn Lavette,I have a loan with one main. I also have unemployment insurance on the loan. I have filled out their paperwork twice and they’re ignoring me and not calling me back. No feedback . This is the absolute worst customer service and way of handling business. What does a person have to do ?,5
Lisa Bolen,"The gentlemen that assisted was very nice, and helpful.",5
CAH,Stopped into my local Vineland OMF and spoke with Matt about some Debt Consolidation. Matt was extremely helpful and was able to negotiate a Debt Consolidation Plan for me. I am very pleased with his help and service. Matt has been a valued customer service agent for me previously and now. Many thanks to you OMF. Tracy Edwards,5
Jason Murchison,The ladies were so nice and helpful. So cooperative,5
Returning customer,They add about 2k to your loan balance when they close your as account. This is a very dishonest move.,5
Brenda Cooke,"Purchase a new vehicle was financed through a different bank all one main did is argue with me demanding a check, I would not recommend them",5
STEPHEN COSTANTINO,Great people always willing to help and work with you on your best options,5
Keith Jones,Victoria is the best she was real patient with us and understood our situation it's the third loan we've had thru you your your company band recommend to others,5
Zubeda Hamisi,"Working with One Main Financial was the easiest financial transaction I have ever experienced.  The One Main Financial representative that I dealt with one on one was very friendly, professional, knowledgeable, and  caring.  I applied for and closed my loan in one day with the funds available in my bank account that same afternoon.  Big banking institutions need to take lessons on effective Customer Service and efficient loan processing from One Main Financial.  I will always utilize One Main Financial for my monetary needs over any big bank in the future.",5
Mary Flaherty Blair,"One Main has helped me out of a crisis on several occasions. The staff are always friendly. I would recommend One Main, when you need money and need it fast.",5
Keith Meadows,"Thank you:Professional, Helpful and the staff is with you every step of the way. It was a very non-daunting process.",5
Kimberly Barber,The lady that helped us was very good and very helpful. On a scale 1-10 she was a 10,5
Mark Hemry,I applied for a lone and I was approved in one day. The process was very easy. Received my money within one hour. I highly recommend OneMain Financial,5
Jacqueline Guy,They where the best fast and easy to deal with highly recommend them,5
Andre Oliver,"I was welcomed with both a professional and friendly Eileen. She put me at ease and handled my loan request to my needs.  Thank you, Eileen!",5
Stacey Buck,I had a good experience working with One Main on my loan.,5
Sarah Middlemast,First of all your interest rate is not for the people you guys charge me 5000 dollars more for finance that’s not helping that’s robbing the poor I’ve a dad and 5 grandchildren I’m single and I’ve to take Care of them y’all railroad me and it’s sad just because my credit score was 546 if I didn’t need a vehicle so bad I would’ve changed my mind I’ve never been so displeased in making a choice that will have me up alnight trying to figure out 58 months of car notes I’m praying that y’all will consider the people who are living in poverty trying to survive and take care of their Love ones be blessed,5
David Bondy,I applied for a loan and received it in 2 days Fast friendly service and no problems at all. I like One Main they help when others won't. A very pleasant experience Thanks Denise,5
Jameson,Francesco and Andrew were awesome as always. OneMain has been great fulfilling my needs over the years,5
John,"I had a emergency,the young gentleman made everything so fast and painless.He went out of his way to take care of me like a professional.Thank you",5
