Title,reviews,stars,sentiment
Excellent service,"The young lady who helped me, after I had issues online finishing up the application, was the best customer service person I've ever dealt with. I applaud her for helping me. She made me feel important. Thank you!!!",5,1
Great,I am a satisfied customer and I respect the company that I borrow and make loans through .Cashnetusa will always be my first choice in all my financial matters.I reccomend Cashnetusa  and trust them emphatically. Thank you Cashnetusa.,5,1
I would highly recommend this site,I don’t like the fact that it takes days for my payment to post which appears as if I’ll never paid it off unless the scheduled payment plus additional monies is paid too!! It deters you from having an available balance to draw from and it appears the payment isn’t getting paid down.,5,1
Resolved my issue,Very friendly and knowledgeable,5,1
Thanks for your help,Predatory loan terms that should be criminal and fined into bankruptcy.,5,1
Excellent job,"CashNetUSA have been a blessing to me, because I needed money right now. They help me out and I will tell anybody to try they. God bless.",5,1
Hep me to handle a problem,"Very fair, have the best rates above all cash advance companies. Excellent Customer Service.",5,1
So far so good,Well I thought I made arrangement to pay my bill and now may account is in overdraft because of the payment,4,1
Great Service,Payments and interest way too high!! They don't properly inform you of what you're getting into. It's a scam!!!!! I paid my balance in less than 2 months and canceled my account!,5,1
You guys was out standing,Very helpful and always has the cash when I need it. Very.fast and prompt.,5,1
Easy Peasy!,They can and will help with a small loan to help in a time of need.,5,1
The online app is very easy to follow…,They provided me with the money that I needed right in the knick of time. I would recommend them if you find yourself in a bind.,5,1
It was very quick and easy,Payments are way too high that I can not keep up. They keep raising my credit limit when I did not ask them to!,4,1
I've never had a problem with CashNet,THIS IS A TOTAL RIP OFF TO ME! IN JULY I GOT A LOAN OF $900. THEY DO A DIRECT WITHDRAWAL FROM MY ACCOUNT BI-WEEKLY WHEN I AM PAID. THEY HAVE TAKE OUT OF ATLEAST 6 OF MY CHECK. EANGING FROM $100-$160. WHY SHOULD I STILL HAVE A BALANCE OF $825? WHY MUST INTEREST CHARGES KEEP ADDING UP IF I AM ON A PAYMENT PLAN WITH THEM BI-WEEKLY?? AN ABSOLUTE RIP OFF!! NEVER AGAIN WILL I EVER DEAL WITH THEM OR RECOMMEND ANYONE TO THEM!!,5,1
Easy!,My experience with Cashnet has been very good.,5,1
Received response quickly,"Beware! CashNet are always there when you need it. However, be careful! The loan docs don't say how much you will be paying each payment until you get approved and the money is already on the way. I personally used them a few years ago and again just a few months ago with no change in how they do business. Payments are super high (car payment) for the first few months and then get lower to where you can afford it. It is not a steady payment plan where you can budget. I have it listed under ""last resort"" when I need a loan because of this. Beware!",5,1
Easy to use and making payments are easy,"I appreciate your company lending me money. I am having a hard time paying off the balance before another payment is due. Is there anything your company can do to lessen this burden on me. I understand if you can’t, it’s just hard to make a $800 payment on a $3000( approximately) three or 4 months and still owe the majority of the principal. Any help would be appreciated. Thank you.",4,1
I had a good experience very nice and…,"CashNetUsa has taught me a very important lesson--make sure you read all the fine print before you make a deal. About a month ago I borrowed $1500 and was hit with an automatic withdrawal payment of over $350 for my first payment. Now I have a $430+ payment due and owe a total of over $1700.. The key to doing business with this company is to be able off your entire bill before the first payment is due, otherwise you will hand out money until you run out of it completely.",4,1
Was very helpful and good  quick and…,They were quick and efficient.,5,1
Always there to help!!!,"So easy to use and helpful when help can seem hard to find. Thank you, CashNet!",5,1
